"Product_ID","Product_Category_1","Product_Category_2","Product_Category_3","Total_Purchase","Num_Purchases"
"P00335742","5","0","0",162327,38
"P00335842","5","0","0",84744,20
"P00335942","8","0","0",605061,90
"P00336042","5","12","0",335572,53
"P00336142","5","12","0",380934,73
"P00336242","5","18","0",6981,1
"P00336342","12","0","0",33460,32
"P00336442","5","0","0",17744,3
"P00336542","12","0","0",96671,74
"P00336642","8","12","0",170442,26
"P00336742","12","0","0",116390,82
"P00336942","5","0","0",2588980,430
"P00337042","7","0","0",66419,4
"P00337142","12","0","0",15633,18
"P00337242","3","4","5",92758,11
"P00337342","2","12","14",146513,12
"P00337442","5","0","0",289665,43
"P00337542","5","14","0",1603244,281
"P00337642","3","4","0",1481352,169
"P00337742","5","14","0",331553,77
"P00337842","5","0","0",1338225,227
"P00337942","5","0","0",1091000,184
"P00338042","5","0","0",279926,49
"P00338142","5","8","0",142406,27
"P00338242","8","11","0",2123,1
"P00338342","5","0","0",325387,48
"P00338442","1","16","0",8655284,699
"P00338542","1","0","0",5836902,405
"P00338642","7","0","0",116784,8
"P00338742","5","0","0",109383,22
"P00338842","11","16","0",353104,67
"P00338942","1","8","17",596756,46
"P00339042","5","0","0",1111619,151
"P00339142","5","0","0",5305,1
"P00339242","5","0","0",147707,23
"P00339342","1","0","0",2436880,182
"P00339442","16","0","0",1465605,84
"P00339542","1","0","0",3506762,252
"P00339642","8","0","0",30743,6
"P00339742","8","0","0",115066,15
"P00339842","1","14","15",4041420,320
"P00339942","1","0","0",3190222,225
"P00340042","5","8","0",31673,5
"P00340142","8","0","0",21869,3
"P00340242","18","0","0",28611,12
"P00340342","1","8","17",682349,53
"P00340442","18","0","0",26804,10
"P00340542","8","0","0",85118,11
"P00340642","5","0","0",421809,95
"P00340742","8","0","0",7989,1
"P00340842","11","15","0",25939,6
"P00340942","8","0","0",951174,150
"P00341042","11","0","0",3155,2
"P00341142","11","0","0",6098,2
"P00341242","7","0","0",1457585,92
"P00341342","1","8","17",3758585,241
"P00341442","8","0","0",212609,28
"P00341542","6","0","0",20291,1
"P00341642","8","0","0",13892,2
"P00341742","15","0","0",600142,40
"P00341842","15","16","0",311714,22
"P00341942","11","15","16",358599,79
"P00342042","11","15","16",152747,41
"P00342142","11","15","16",161084,49
"P00342242","11","15","16",103336,37
"P00342342","11","15","16",78053,30
"P00342442","11","15","16",30219,13
"P00342542","11","15","16",6013,2
"P00342642","1","5","0",148454,19
"P00342742","8","14","0",1453888,187
"P00342842","5","0","0",158823,36
"P00342942","17","0","0",92693,11
"P00343042","5","18","0",3991611,568
"P00343142","2","4","0",826117,83
"P00343242","2","4","0",102831,15
"P00343342","2","4","0",145532,18
"P00343442","12","0","0",188973,142
"P00343542","8","11","0",719491,110
"P00343642","7","0","0",395082,25
"P00343742","8","0","0",342092,47
"P00343842","7","0","0",549835,30
"P00343942","7","0","0",446193,27
"P00344042","18","0","0",496594,165
"P00344142","18","0","0",327803,114
"P00344242","8","10","0",2779526,329
"P00344342","8","14","0",1401518,204
"P00344442","5","8","14",1713118,272
"P00344542","16","0","0",3148901,231
"P00344742","5","0","0",884892,178
"P00344842","5","0","0",320059,88
"P00344942","5","0","0",193537,56
"P00345042","5","0","0",95909,19
"P00345142","5","11","0",114201,29
"P00345242","5","11","0",479365,96
"P00345342","5","11","0",88078,31
"P00345442","5","11","0",85556,29
"P00345542","5","11","15",170077,37
"P00345642","1","15","16",3835995,338
"P00345742","1","2","15",4773042,375
"P00345842","2","8","14",5046655,449
"P00345942","8","15","0",956996,135
"P00346042","6","8","15",3566829,266
"P00346142","1","15","0",8103921,573
"P00346242","1","15","0",7749441,534
"P00346342","1","15","0",4700886,378
"P00346442","1","2","14",1928031,189
"P00346542","10","13","16",3891186,241
"P00346642","8","0","0",709066,119
"P00346742","11","16","0",637111,143
"P00346842","11","0","0",207913,60
"P00346942","1","5","0",864692,102
"P00347042","8","0","0",106499,17
"P00347142","5","0","0",1020201,183
"P00347242","8","0","0",331965,44
"P00347342","8","0","0",198425,31
"P00347442","5","0","0",213020,44
"P00347542","1","6","0",362258,38
"P00347642","1","6","0",3619136,314
"P00347742","7","0","0",534454,37
"P00347842","5","14","0",147175,26
"P00347942","8","0","0",351968,49
"P00348042","5","0","0",78337,16
"P00348142","5","0","0",3448,1
"P00348242","8","0","0",1057193,143
"P00348342","8","17","0",689955,97
"P00348442","3","12","0",488621,58
"P00348542","1","16","0",808850,58
"P00348642","5","11","0",493547,75
"P00348742","16","0","0",1136466,72
"P00348842","1","6","0",1655777,126
"P00348942","8","13","0",1994446,241
"P00349042","8","16","0",125073,19
"P00349142","11","0","0",158539,35
"P00349242","8","0","0",1057308,139
"P00349342","8","0","0",207693,30
"P00349442","6","8","0",4379490,270
"P00349542","8","0","0",144662,19
"P00349642","8","18","0",238915,31
"P00349742","8","0","0",329585,46
"P00349842","5","14","0",151431,23
"P00349942","1","5","0",4226201,314
"P00350042","6","8","0",1895211,114
"P00350142","8","17","0",982636,128
"P00350242","5","14","0",225494,48
"P00350342","1","6","0",2984993,236
"P00350442","2","3","15",3191811,287
"P00350542","8","17","0",187361,27
"P00350642","8","0","0",589056,77
"P00350842","8","0","0",74624,12
"P00350942","3","4","5",7559510,718
"P00351042","5","0","0",1613487,306
"P00351142","1","8","17",9068250,626
"P00351242","3","4","5",792297,112
"P00351342","1","2","16",7185881,547
"P00351442","8","0","0",94095,14
"P00351542","11","0","0",45599,11
"P00351642","8","15","16",282267,54
"P00351742","3","4","12",161399,19
"P00351842","5","0","0",1019796,167
"P00351942","6","8","0",173232,14
"P00352042","11","0","0",3029,1
"P00352142","1","6","16",5051770,372
"P00352242","1","6","16",1325346,126
"P00352342","8","14","0",148154,25
"P00352442","1","17","0",1116999,107
"P00352542","1","17","0",453752,58
"P00352642","1","17","0",389381,47
"P00352742","1","0","0",1506247,113
"P00352842","2","6","15",2022539,180
"P00352942","1","2","0",1141407,86
"P00353042","11","0","0",1545,1
"P00353142","5","0","0",439682,90
"P00353242","5","0","0",102615,31
"P00353342","3","4","12",112398,12
"P00353442","3","4","12",156662,17
"P00353542","5","11","0",19978,6
"P00353642","5","8","0",17688,3
"P00353742","15","0","0",12461,1
"P00353842","15","0","0",324821,23
"P00353942","1","6","0",194914,17
"P00354042","1","6","0",260555,25
"P00354142","6","8","0",2166372,132
"P00354242","5","0","0",514847,93
"P00354342","5","11","0",1698744,317
"P00354442","5","0","0",545483,96
"P00354542","5","0","0",188977,27
"P00354642","8","13","0",975035,128
"P00354742","8","0","0",647742,79
"P00354842","8","0","0",186380,28
"P00354942","8","0","0",1464348,241
"P00355042","18","0","0",85354,34
"P00355142","1","15","0",11607431,782
"P00355242","5","8","0",356527,61
"P00355342","8","0","0",221905,34
"P00355442","14","16","0",59740,4
"P00355542","16","0","0",183903,21
"P00355642","16","0","0",3482551,252
"P00355742","3","4","0",267407,60
"P00355842","8","14","0",11860,2
"P00355942","8","13","0",970095,116
"P00356042","1","15","0",1600796,171
"P00356142","8","0","0",44286,6
"P00356242","5","0","0",93634,18
"P00356342","1","2","8",180694,15
"P00356442","18","0","0",71219,30
"P00356542","1","2","0",818258,65
"P00356642","8","17","0",136806,17
"P00356742","5","0","0",2683324,448
"P00356842","8","16","0",278315,45
"P00356942","8","17","0",1447160,177
"P00357042","5","0","0",926572,149
"P00357142","8","0","0",252009,39
"P00357242","5","0","0",827127,117
"P00357342","8","0","0",195521,25
"P00357442","5","8","0",58059,9
"P00357542","5","12","0",1791,1
"P00357642","5","0","0",851392,121
"P00357742","4","0","0",23905,20
"P00357842","5","0","0",627918,129
"P00357942","8","14","0",326460,44
"P00358042","8","0","0",252673,35
"P00358142","8","14","0",295104,68
"P00358242","8","0","0",650434,121
"P00358342","11","15","16",817190,215
"P00358442","1","15","0",3377186,254
"P00358542","5","0","0",8698,2
"P00358642","5","11","16",37336,7
"P00358742","5","0","0",619843,97
"P00358842","11","0","0",65374,13
"P00358942","11","15","0",102460,25
"P00359042","2","8","14",857724,96
"P00359142","16","0","0",1106167,97
"P00359242","1","5","17",2877878,190
"P00359342","11","0","0",279561,60
"P00359442","11","0","0",99356,24
"P00359542","11","0","0",112968,28
"P00359642","11","0","0",213341,55
"P00359742","1","5","0",1748935,168
"P00359942","11","0","0",77885,19
"P00360042","8","0","0",1614685,229
"P00360142","8","0","0",89450,13
"P00360242","5","0","0",421785,77
"P00360342","11","0","0",51386,11
"P00360442","8","16","0",52762,10
"P00360542","16","0","0",422003,25
"P00360642","6","16","0",69229,5
"P00360742","5","0","0",130146,20
"P00360842","5","0","0",723128,111
"P00360942","8","0","0",36464,6
"P00361042","8","14","0",61265,9
"P00361142","8","14","0",121927,17
"P00361242","16","0","0",302471,29
"P00361342","5","0","0",203045,36
"P00361442","7","0","0",680933,41
"P00361542","6","0","0",69076,6
"P00361642","5","0","0",749852,132
"P00361742","5","0","0",58649,10
"P00361842","15","16","0",4817743,339
"P00361942","1","2","15",886068,79
"P00362042","5","7","0",428388,75
"P00362142","5","0","0",23055,4
"P00362242","8","0","0",27988,4
"P00362342","5","0","0",2302346,356
"P00362442","5","0","0",1256925,232
"P00362542","8","0","0",165298,22
"P00362642","8","18","0",1164205,150
"P00362742","8","0","0",454012,59
"P00362842","5","18","0",975433,151
"P00362942","5","14","0",65357,13
"P00363042","11","0","0",12004,2
"P00363142","8","0","0",10215,2
"P00363242","1","2","9",830196,104
"P00363342","15","0","0",77603,6
"P00363442","1","0","0",644478,59
"P00363542","7","0","0",112406,8
"P00363742","5","0","0",699292,120
"P00363842","5","8","0",31851,6
"P00363942","5","0","0",99919,23
"P00364042","5","14","0",84401,16
"P00364142","8","0","0",106168,17
"P00364242","8","0","0",20133,3
"P00364342","8","14","0",9874,1
"P00364442","1","2","9",660268,72
"P00364542","7","0","0",12895,1
"P00364642","6","8","0",25657,3
"P00364742","11","0","0",26018,6
"P00364842","5","16","0",1930267,307
"P00364942","8","0","0",76309,11
"P00365042","6","16","0",479575,48
"P00365142","6","16","0",1279914,94
"P00365242","5","8","0",3728108,503
"P00365342","1","5","0",250506,22
"P00365442","5","0","0",3765,2
"P00365542","5","8","0",107022,21
"P00365642","5","8","0",257775,51
"P00365742","8","0","0",69068,11
"P00365842","8","0","0",177584,26
"P00365942","8","0","0",2177,1
"P00366042","5","0","0",36815,6
"P00366142","6","0","0",186143,15
"P00366242","11","0","0",151053,45
"P00366342","5","14","0",157905,33
"P00366442","8","12","0",880719,117
"P00366542","5","0","0",2508685,350
"P00366642","5","8","0",95764,24
"P00366742","7","0","0",178882,13
"P00366842","8","0","0",254457,39
"P00366942","8","0","0",429123,62
"P00367042","8","0","0",1706362,220
"P00367142","11","0","0",733521,155
"P00367242","11","0","0",360215,86
"P00367342","11","0","0",185872,51
"P00367442","8","9","0",268002,37
"P00367542","5","0","0",100009,21
"P00367642","5","0","0",104432,23
"P00367742","11","15","0",232976,58
"P00367842","5","0","0",74213,13
"P00367942","5","0","0",437957,64
"P00368042","2","15","0",979342,90
"P00368142","2","15","0",2166947,188
"P00368242","5","11","0",684806,112
"P00368342","5","0","0",535730,78
"P00368442","11","0","0",632164,127
"P00368542","11","15","0",60124,19
"P00368642","11","15","0",707041,124
"P00368742","11","15","0",20511,8
"P00368842","15","0","0",162227,13
"P00368942","11","0","0",42700,9
"P00369042","8","16","0",463696,63
"P00369142","15","16","0",917425,75
"P00369242","11","0","0",49331,15
"P00369342","11","0","0",46571,15
"P00369442","11","0","0",21836,8
"P00369542","11","0","0",38847,13
"P00369642","11","0","0",31382,12
"P00369742","5","0","0",275544,48
"P00369842","5","8","0",22784,5
"P00369942","2","3","4",134418,23
"P00370042","1","8","16",377678,45
"P00370142","16","0","0",388255,27
"P00370242","5","0","0",2870983,450
"P00370342","8","0","0",1313185,162
"P00370442","8","0","0",172946,24
"P00370542","8","0","0",179014,23
"P00370642","8","16","0",1527477,206
"P0093742","6","0","0",131540,10
"P0093842","5","0","0",35015,5
"P0093942","8","16","0",355191,61
"P0094042","1","16","0",577836,55
"P0094142","4","5","0",133138,77
"P0094242","8","0","0",266143,43
"P0094342","4","5","18",248199,115
"P0094442","18","0","0",127649,47
"P0094542","2","4","9",1750175,168
"P0094642","4","5","0",289283,129
"P0094742","2","4","5",633956,71
"P0094842","4","8","0",418815,160
"P0094942","4","8","0",357614,147
"P0095042","4","5","8",187201,79
"P0095142","2","4","0",1209757,111
"P0095242","4","5","0",191808,81
"P0095342","2","4","0",1666053,142
"P0095442","4","5","13",137840,58
"P0095542","2","4","9",3623118,301
"P0095642","5","0","0",1143205,203
"P0095742","4","5","0",235171,111
"P0095842","3","4","12",3111369,304
"P0095942","3","4","0",1130739,105
"P0096042","3","4","12",611132,66
"P0096142","3","4","0",1515429,155
"P0096242","4","8","0",6286,2
"P0096342","8","0","0",1106563,173
"P0096442","4","5","12",1389429,513
"P0096542","3","4","12",3107595,314
"P0096642","2","3","4",1680181,163
"P0096742","2","4","12",1879904,166
"P0096842","3","4","12",2933443,291
"P0096942","3","4","0",1389667,150
"P0097042","6","0","0",1294673,85
"P0097142","12","0","0",645161,468
"P0097242","1","16","0",13713935,863
"P0097342","1","15","16",3644524,348
"P0097442","8","0","0",31744,5
"P0097542","7","0","0",45663,3
"P0097642","8","0","0",6120,1
"P0097742","8","0","0",1919154,243
"P0097842","5","0","0",1640239,269
"P0097942","8","14","0",323721,58
"P0098042","8","0","0",121462,18
"P0098142","8","14","0",324007,41
"P0098242","1","16","0",2912638,221
"P0098342","1","2","0",3203789,245
"P0098442","7","8","0",1097914,70
"P0098542","8","0","0",295509,44
"P0098642","6","8","0",309398,25
"P0098742","8","0","0",310487,44
"P0098842","16","0","0",124644,10
"P0098942","8","0","0",223398,32
"P0099042","5","12","14",855920,138
"P0099142","8","0","0",45914,7
"P0099242","8","14","0",1689692,248
"P0099342","5","8","0",2915053,420
"P0099442","6","8","0",2776587,193
"P0099642","8","0","0",73654,12
"P0099742","3","4","5",945684,120
"P0099842","5","12","14",689626,96
"P0099942","5","12","14",69052,12
